company_name,company_number,category
Pion beauty studio,+7 (952) 775-25-57,Салоны красоты
Эстет,+7 (987) 741-13-43,Салоны красоты
Barbaris,+7 (987) 543-42-23,Ногтевые студии
Mystique zone,+7 (930) 665-55-60,Салоны красоты
Хамелеон,+7 (831) 279-91-97,Салоны красоты
Элен СПА,+7 (910) 790-07-47,Спа-салоны
Brezhnevka,+7 (910) 896-89-11,Курсы для салонов красоты
Beauty Woman,+7 (929) 044-06-83,Салоны бровей и ресниц
На Таганской,+7 (831) 269-79-03,Салоны красоты
Светлана,+7 (831) 277-49-00,Салоны красоты
Лили,+7 (930) 713-60-02,Салоны красоты
Beauty Bar,+7 (996) 018-01-89,Салоны красоты
ЦирюльникЪ,+7 (920) 025-75-72,Салоны красоты
Мэри,+7 (962) 505-70-70,Салоны красоты
Париж,+7 (920) 011-24-20,Салоны красоты
Альмэ SPA,+7 (901) 248-05-16,Шугаринг
Beauty Lime,+7 (910) 136-71-78,Салоны красоты
Карамель,+7 (904) 396-00-93,Салоны красоты
Шик & Шарм,+7 (831) 213-73-97,Салоны красоты
Натали,+7 (920) 075-55-27,Салоны красоты
Novelle,+7 (831) 410-09-89,Салоны красоты
Максима,+7 (831) 281-92-61,Салоны красоты
Мари,+7 (831) 299-29-89,Салоны красоты
Grace Beauty Club,+7 (962) 505-04-44,Салоны красоты
Melon - маникюр,+7 (904) 042-33-22,Ногтевые студии
Волшебное Зеркало,+7 (831) 416-70-20,Салоны красоты
Ассоль,+7 (910) 790-24-60,Салоны красоты
Vk Studio,+7 (903) 056-44-33,Салоны красоты
Vj style beauty,+7 (920) 252-20-00,Салоны красоты
Бигуди,+7 (831) 211-85-50,Салоны красоты
Lotus,+7 (960) 181-89-99,Салоны красоты
Дуэт,+7 (929) 050-11-36,Салоны красоты
Варвара,+7 (831) 265-52-24,Салоны красоты
Лаванда бьюти,+7 (908) 757-55-65,Салоны красоты
Космо Эстетик,+7 (950) 606-69-89,Косметология
Источник Здоровья,+7 (831) 265-94-20,Спа-салоны
Elite,+7 (999) 077-78-98,Ногтевые студии
Мастер маникюра Юлия Федорова,+7 (960) 186-25-60,Салоны красоты
Alice's Studio,+7 (996) 829-85-09,Ногтевые студии
Твоя ресничная,+7 (905) 011-63-21,Салоны красоты
Clack,+7 (908) 233-81-98,Салоны красоты
Reznik Hair Studio,+7 (908) 157-41-37,Салоны красоты
Эстерра,+7 (950) 626-42-72,Косметология
Багира,+7 (904) 063-29-27,Салоны красоты
Nail studio Milana Klukina,+7 (930) 701-01-20,Салоны красоты
Новый образ,+7 (952) 445-73-72,Салоны красоты
LeYa,+7 (910) 796-71-78,Салоны красоты
Life,+7 (831) 271-49-99,Салоны красоты
Body studio,+7 (987) 750-03-00,Массажисты
Serebryakova Studio,+7 (901) 801-76-96,Салоны красоты
Bbs Studio,+7 (960) 165-50-05,Салоны бровей и ресниц
Карамель,+7 (909) 283-55-22,Салоны красоты
Sava',+7 (831) 230-93-32,Салоны красоты
Barbara Shop,+7 (952) 782-81-69,Салоны красоты
Комплимент,+7 (831) 423-91-95,Салоны красоты
Студия электроэпиляции,+7 (910) 130-33-66,Салоны красоты
Серебро,+7 (920) 253-60-83,Салоны красоты
Family Style,+7 (910) 120-01-01,Салоны красоты
Весёлая расчёска,+7 (930) 250-74-23,Парикмахерские
Лиса,+7 (920) 043-96-43,Косметология
Queenmakeup,+7 (977) 099-71-75,Студии перманентного макияжа
Барбарис,+7 (950) 350-09-50,Салоны красоты
Парикмахерская,+7 (909) 291-93-43,Парикмахерские
Стиль,+7 (903) 060-72-13,Салоны красоты
Салон бровей и ресниц,+7 (904) 060-85-29,Салоны бровей и ресниц
Beava Lash,+7 (930) 811-21-22,Салоны бровей и ресниц
Beauty Science,+7 (930) 807-23-83,Курсы для салонов красоты
Гайд Лайн,+7 (999) 138-75-20,Барбершопы
Гранат,+7 (987) 113-86-17,Салоны красоты
N-Style,+7 (831) 413-13-62,Солярии
Вояж,+7 (904) 392-46-00,Салоны красоты
Шанс,+7 (962) 505-00-69,Салоны красоты
Блондинка,+7 (952) 444-30-40,Салоны красоты
A. S,+7 (930) 705-47-30,Салоны красоты
Ажур,+7 (910) 383-20-41,Салоны красоты
M. A. D,+7 (930) 242-55-42,Салоны красоты
Бюро Красоты,+7 (930) 812-24-75,Салоны красоты
Nikol style,+7 (987) 559-17-58,Салоны красоты
Victoria Beauty Studio,+7 (904) 397-77-54,Салоны красоты
Секрет красоты,+7 (904) 056-42-00,Салоны красоты
Esenia,+7 (920) 254-11-05,Косметология
Мона,+7 (951) 904-07-88,Парикмахерские
Академия красоты,+7 (952) 776-91-63,Салоны красоты
Malysheva Beauty,+7 (950) 357-74-49,Салоны красоты
Profeet,+7 (920) 020-60-07,Ногтевые студии
Lb,+7 (953) 561-34-52,Салоны красоты
Fabrika красивого бизнеса,+7 (831) 219-96-60,Курсы для салонов красоты
Студия красоты Марии Князевой,+7 (920) 027-29-41,Салоны красоты
Несквик,+7 (930) 716-44-18,Салоны красоты
Beauty Time,+7 (929) 044-44-04,Салоны красоты
Багира,+7 (920) 253-79-67,Салоны красоты
Ignatjeva_mua,+7 (920) 069-53-76,Стилисты
Мила,+7 (915) 954-35-77,Парикмахерские
Pahomova_work,+7 (920) 250-12-58,Салоны красоты
Beauty брови,+7 (929) 053-88-90,Салоны бровей и ресниц
Фигура-S,+7 (831) 413-79-89,Салоны красоты
Swan,+7 (916) 635-14-20,Салоны красоты
Кудесница,+7 (908) 152-46-78,Салоны красоты
ДелиЭпил,+7 (969) 605-00-06,"Эпиляция, депиляция"
Белла,+7 (904) 908-74-96,Салоны красоты
Студия ногтевого сервиса Даниловой Юлии,+7 (903) 849-49-16,Ногтевые студии
Анастасия,+7 (831) 415-02-92,Салоны красоты
Альмэ SPA,+7 (901) 248-13-26,Шугаринг
Kuzovkova studio,+7 (953) 554-46-64,Салоны красоты
Lulu,+7 (910) 899-49-95,"Эпиляция, депиляция"
Vasha Sasha,+7 (901) 800-68-69,Салоны красоты
NailPassion,+7 (831) 283-59-00,Оборудование для салонов красоты
Адвокат твоего тела,+7 (909) 289-87-25,Косметология
Laser Bunny,+7 (920) 054-89-81,Салоны красоты
Мир красоты,+7 (929) 040-46-93,Салоны красоты
БарСук,+7 (920) 039-04-50,Салоны красоты
Zharkova Studio,+7 (909) 290-55-94,Салоны красоты
Black&White,+7 (910) 138-89-67,Салоны красоты
Go Laser,+7 (987) 083-10-18,Салоны красоты
DаниL,+7 (831) 298-57-15,Салоны красоты
LashCat. space,+7 (987) 085-24-80,Салоны бровей и ресниц
Ovchinnnikova Lash,+7 (912) 378-52-77,Салоны красоты
Beauty Family,+7 (831) 213-76-00,Салоны красоты
Студия перманентного макияжа,+7 (903) 907-11-66,Салоны красоты
Культура бровей,+7 (920) 027-11-06,Салоны бровей и ресниц
Trio,+7 (831) 259-06-07,Салоны красоты
Enigma,+7 (906) 363-38-61,Салоны красоты
Elena,+7 (920) 291-95-33,Салоны красоты
Valeri,+7 (952) 458-85-18,Салоны красоты
NailCenter,+7 (920) 017-49-98,Ногтевые студии
Estetica,+7 (901) 248-83-60,Салоны красоты
Салон бровей и депиляции,+7 (953) 561-99-20,Салоны красоты
Карамельные ножки,+7 (952) 786-82-40,Косметология
Лала,+7 (831) 227-52-27,Салоны красоты
Тирамису,+7 (950) 614-12-72,Салоны красоты
Милен,+7 (904) 051-55-10,Салоны красоты
AR-studio,+7 (920) 070-49-47,Салоны красоты
Totemica,+7 (920) 051-54-62,Курсы для салонов красоты
Sabai SPA,+7 (831) 421-62-53,Массажисты
CosmeQueen,+7 (920) 043-23-01,Салоны красоты
Парикмахерская,+7 (920) 048-03-93,Парикмахерские
Эстетика,+7 (951) 913-48-23,Косметология
Майя,+7 (929) 050-80-51,Салоны красоты
Манго,+7 (831) 414-30-11,Салоны красоты
Boody Nailart,+7 (920) 035-61-17,Салоны красоты
Студия красоты,+7 (908) 232-22-86,Салоны красоты
Коза,+7 (964) 839-10-94,Салоны красоты
Гламур,+7 (910) 144-11-23,Салоны красоты
Natalia Noferini Studio,+7 (920) 037-99-73,Салоны красоты
Men's room,+7 (986) 729-50-99,Барбершопы
A. S.,+7 (950) 628-68-52,Салоны красоты
Электроэпиляция,+7 (986) 767-88-96,"Эпиляция, депиляция"
Золотое сечение,+7 (831) 411-18-54,Косметология
Fleur de soleil,+7 (904) 043-03-03,Курсы для салонов красоты
Кампуш,+7 (920) 005-40-90,Салоны красоты
Fashion & Beauty,+7 (951) 901-71-74,Стилисты
Фиоре,+7 (986) 759-23-36,Ногтевые студии
Каталея,+7 (831) 293-88-50,Салоны красоты
Lana. lazareva. studio,+7 (920) 052-86-66,Салоны красоты
To be a Queen,+7 (905) 868-19-79,Салоны красоты
Beauty Place,+7 (929) 049-01-50,Салоны красоты
M. Style,+7 (905) 010-14-49,Салоны красоты
Бликуем,+7 (920) 053-99-19,Салоны красоты
Beauty studio,+7 (920) 035-13-95,Ногтевые студии
CosMas,+7 (904) 068-61-43,Массажисты
Ногтевая студия,+7 (930) 803-55-00,Ногтевые студии
Топаз,+7 (831) 212-94-32,Салоны красоты
Beauty room,+7 (920) 064-22-20,Салоны красоты
L'Avenir,+7 (920) 009-25-20,Салоны красоты
Anna Chechil,+7 (908) 234-56-48,Салоны красоты
Бьюти стайл,+7 (952) 446-42-59,Салоны красоты
Студия Красоты,+7 (937) 722-95-49,Салоны красоты
White Rooms,+7 (929) 049-49-42,Салоны красоты
My cosmetolog Alla,+7 (908) 769-34-00,Салоны бровей и ресниц
Elisa Beauty,+7 (967) 473-60-19,Салоны красоты
Studio Irina_Yanch,+7 (904) 063-36-33,Салоны красоты
Космос,+7 (930) 702-65-25,Косметология
Студия эпиляции и ногтевого сервиса,+7 (920) 001-98-78,Ногтевые студии
Trimiss,+7 (904) 393-43-35,Салоны красоты
Z-studio,+7 (963) 231-80-63,Салоны красоты
Tanido,+7 (986) 744-28-14,Салоны красоты
Т. О. Ч. К. А. Красоты,+7 (910) 388-98-04,Салоны красоты
HappySkinNN,+7 (951) 905-65-34,Салоны красоты
Vinogradova Nail,+7 (908) 231-17-13,Ногтевые студии
Т-Ресничная,+7 (910) 142-65-35,Салоны красоты
Гармония,+7 (83159) 2-14-14,Салоны красоты
Студия красоты,+7 (904) 788-04-15,Салоны красоты
Happy,+7 (951) 903-80-15,Салоны красоты
Стразы,+7 (910) 796-69-40,Ногтевые студии
Цвети,+7 (930) 810-15-95,Салоны красоты
SLaser,+7 (930) 283-52-54,"Эпиляция, депиляция"
Магнолия,+7 (905) 666-08-25,Салоны красоты
Парикмахерская,+7 (915) 954-05-35,Парикмахерские
Добромаркет,+7 (987) 536-13-09,Секонд-хенды
Секонд хенд,+7 (831) 246-19-00,Секонд-хенды
Модный Город,+7 (905) 866-57-89,Магазины одежды
